,movieId,title,genres,imdbId,tmdbId,adult,origin_country,original_title,popularity,production_companies,production_countries,release_date,spoken_languages,tagline,vote_average,vote_count,cast
21864,5204,Death Watch (La Mort en Direct) (1980),Drama|Sci-Fi,81182,3418.0,False,DE,La Mort en direct,3.054,"TV13, Gaumont International, Little Bear, Sara Films, SFP, Selta Films, Antenne 2","Germany, France",1980-01-23,"English, Français, Deutsch",She's the target of every eye… including eyes only science could create.,6.317,104,"Romy Schneider, Harvey Keitel, Harry Dean Stanton, Thérèse Liotard"
21865,5205,Motel Hell (1980),Comedy|Horror,81184,30924.0,False,US,Motel Hell,3.3024,"Camp Hill, United Artists",United States of America,1980-08-14,English,It takes all kinds of critters to make Farmer Vincent fritters!,5.8,246,"Rory Calhoun, Paul Linke, Nancy Parsons, Nina Axelrod"
21866,5206,Mother's Day (1980),Comedy|Horror,81186,14929.0,False,US,Mother's Day,0.9083,"Duty Productions, United Film Distribution Company (UFDC), Troma Entertainment",United States of America,1980-09-19,English,If you go down to the woods today.,5.617,137,"Nancy Hendrickson, Deborah Luce, Tiana Pierce, Frederick Coffin"
21867,5207,"Mountain Men, The (1980)",Adventure|Western,81187,75552.0,False,US,The Mountain Men,2.4411,"Polyc International BV, Columbia Pictures",United States of America,1980-06-01,English,,5.857,56,"Charlton Heston, Brian Keith, Victoria Racimo, Stephen Macht"
21868,5208,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",Drama|War,81237,18910.0,False,US,The Ninth Configuration,4.0275,"Ninth Configuration, United Film Distribution Company (UFDC), Warner Bros. Pictures",United States of America,1980-02-29,English,How do you fight a war called madness?,6.465,156,"Stacy Keach, Scott Wilson, Jason Miller, Ed Flanders"
21869,5210,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)",Horror,81248,24919.0,False,IT,Le notti del terrore,1.087,Stefano Film,Italy,1981-01-23,Italiano,The gates of hell have opened.,5.458,143,"Karin Well, Gianluigi Chirizzi, Mariangela Giordano, Antonella Antinori"
21870,5211,"Nude Bomb, The (1980)",Comedy,81249,26200.0,False,US,The Nude Bomb,2.8459,Universal Pictures,United States of America,1980-05-09,English,Would you believe...Maxwell Smart goes undercover to expose a plot to make the world naked?,5.5,81,"Don Adams, Sylvia Kristel, Rhonda Fleming, Dana Elcar"
21871,5212,"Octagon, The (1980)",Action,81259,24825.0,False,US,The Octagon,2.5548,American Cinema Productions,United States of America,1980-08-14,English,"In a world of choices, for one man there is no choice . . . he must face THE OCTAGON",5.0,131,"Chuck Norris, Karen Carlson, Lee Van Cleef, Art Hindle"
21872,5213,"Oh, God! Book II (1980)",Comedy,81268,38147.0,False,US,"Oh, God! Book II",1.5705,Warner Bros. Pictures,United States of America,1980-10-03,English,"That's right, I made another movie. You know me, I can't stop creating.",5.305,41,"George Burns, Suzanne Pleshette, David Birney, Louanne"
21873,5214,"Oh, God! (1977)",Comedy|Fantasy,76489,24032.0,False,US,"Oh, God!",1.0055,Warner Bros. Pictures,United States of America,1977-10-07,English,"Anybody who could turn Lot's wife into a pillar of salt, incinerate Sodom and Gomorrah and make it rain for forty days and forty nights has got to be a fun guy.",6.484,125,"John Denver, George Burns, Teri Garr, Donald Pleasence"
21874,5215,"Oh, Heavenly Dog! (1980)",Comedy|Crime,81269,26179.0,False,US,Oh! Heavenly Dog,1.6667,"Mulberry Square Productions, 20th Century Fox",United States of America,1980-07-11,English,"An adult tail of murder, mystery, and forbidden love.",5.5,68,"Benjean, Chevy Chase, Jane Seymour, Omar Sharif"
21875,5216,"Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Montón) (1980)",Comedy,81323,4499.0,False,ES,"Pepi, Luci, Bom y otras chicas del montón",3.9907,Fígaro Films,Spain,1980-10-27,Español,,6.4,171,"Carmen Maura, Eva Siva, Alaska, Félix Rotaeta"
21876,5217,Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980),Action|Comedy|Sci-Fi,82924,11333.0,False,IT,Poliziotto superpiù,1.584,"El Pico S.A., Transcinema","Spain, Italy, United States of America",1980-09-18,English,Dave Speed is saving the world from crime... but who is saving the world from Dave Speed?,6.47,336,"Terence Hill, Ernest Borgnine, Joanne Dru, Marc Lawrence"
21877,5218,Ice Age (2002),Adventure|Animation|Children|Comedy,268380,425.0,False,US,Ice Age,20.8104,"20th Century Fox Animation, Blue Sky Studios, 20th Century Fox",United States of America,2002-03-10,English,They came. They thawed. They conquered.,7.36,13573,"Ray Romano, John Leguizamo, Denis Leary, Goran Višnjić"
21878,5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,120804,1576.0,False,US,Resident Evil,4.2578,"Impact Pictures, Davis Films, New Legacy Film, Constantin Film","Canada, France, Germany, United Kingdom",2002-03-15,English,A secret experiment. A deadly virus. A fatal mistake.,6.64,6487,"Milla Jovovich, Michelle Rodriguez, Eric Mabius, James Purefoy"
21879,5220,Showtime (2002),Action|Comedy,284490,5851.0,False,US,Showtime,6.0619,"Material, NPV Entertainment, Tribeca Productions, Village Roadshow Pictures",United States of America,2002-03-14,English,Lights. Camera. Aggravation.,5.54,993,"Robert De Niro, Eddie Murphy, Rene Russo, William Shatner"
21880,5221,Harrison's Flowers (2000),Drama,216799,25014.0,False,FR,Harrison's Flowers,1.7257,"StudioCanal, Sept Films Cinéma, Sirena Film, Canal+, France 2 Cinéma",France,2000-09-23,"Hrvatski, English, Français, Srpski",,6.5,75,"Andie MacDowell, Elias Koteas, Brendan Gleeson, Adrien Brody"
21881,5222,Kissing Jessica Stein (2001),Comedy|Romance,264761,15647.0,False,US,Kissing Jessica Stein,0.8605,"Michael Alden Productions, Fox Searchlight Pictures, Brad Zions Films, Eden Wurmfeld Films, Cineric",United States of America,2002-03-13,English,"When it comes to love, sometimes she just can't think straight.",6.072,229,"Jennifer Westfeldt, Heather Juergensen, Scott Cohen, Jackie Hoffman"
21882,5223,Pauline & Paulette (Pauline en Paulette) (2001),Comedy|Drama,256259,25110.0,False,NL,Pauline & Paulette,0.1217,,Belgium,2001-06-27,Nederlands,,6.8,20,"Dora van der Groen, Ann Petersen, Rosemarie Bergmans, Julienne De Bruyn"
21883,5224,Promises (2001),Documentary,282864,38880.0,False,US,Promises,1.2094,Promises Film Project,"Israel, United States of America",2001-01-30,"العربية, עִבְרִית, English",,7.5,38,"Moishe Bar Am, B.Z. Goldberg, Sanabel Hassan"
21884,5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance,245574,1391.0,False,MX,Y tu mamá también,6.7628,"Bésame Mucho Pictures, Anhelo Productions",Mexico,2001-06-08,Español,Life has its ways of teaching.,7.4,1578,"Diego Luna, Gael García Bernal, Maribel Verdú, Daniel Giménez Cacho"
21885,5226,All the Right Moves (1983),Drama|Romance,85154,18172.0,False,US,All the Right Moves,1.4898,"Lucille Ball Productions, 20th Century Fox",United States of America,1983-10-21,English,He has everything at stake. He can't afford to lose. He's got to make all the right moves.,5.794,274,"Tom Cruise, Craig T. Nelson, Lea Thompson, Charles Cioffi"
21886,5227,Barabbas (1961),Adventure|Drama,55774,24248.0,False,US,Barabbas,2.4176,"DDL Cinematografica, Columbia Pictures","United States of America, Italy",1961-12-23,English,The man of violence in whose place Christ died,6.894,160,"Anthony Quinn, Silvana Mangano, Arthur Kennedy, Katy Jurado"
21887,5228,"Ghost Breakers, The (1940)",Comedy|Horror,32520,14605.0,False,US,The Ghost Breakers,0.9567,Paramount Pictures,United States of America,1940-06-21,English,When the Ghost WALKS... They RUN!,6.5,79,"Bob Hope, Paulette Goddard, Richard Carlson, Paul Lukas"
21888,5229,I Think I Do (1997),Comedy,125209,19797.0,False,US,I Think I Do,2.2371,Danger Filmworks,United States of America,1997-06-20,English,3 Days. 2 Couples. 1 Wedding. No Funerals.,6.2,29,"Alexis Arquette, Christian Maelen, Luna Lauren Velez, Jamie Harrold"
21889,5230,"Paleface, The (1948)",Comedy|Western,40679,17804.0,False,US,The Paleface,0.7406,Paramount Pictures,United States of America,1948-12-17,English,Like Merry Xmas and Happy New Year...They belong together!,6.088,68,"Bob Hope, Jane Russell, Robert Armstrong, Iris Adrian"
21890,5231,Road to Morocco (1942),Comedy,35262,31805.0,False,US,Road to Morocco,2.3655,Paramount Pictures,United States of America,1942-11-10,English,You'll Shriek At These Shieks! . . . trying the double - Oh! on Sheikess Dorothy Lamour!,6.867,75,"Bing Crosby, Bob Hope, Dorothy Lamour, Anthony Quinn"
21891,5232,Road to Singapore (1940),Comedy|Musical,32993,13861.0,False,US,Road to Singapore,2.1397,Paramount Pictures,United States of America,1940-03-22,"English, Esperanto",Ready For Fun . . Fight . . or a South Seas Romance . . . ! They find them all on the . . .,6.453,43,"Bing Crosby, Dorothy Lamour, Bob Hope, Charles Coburn"
21892,5233,Road to Utopia (1946),Comedy,38032,29021.0,False,US,Road to Utopia,2.3315,Paramount Pictures,United States of America,1946-02-27,English,"Paramount's most riotous ""Road"" show!",6.6,43,"Bing Crosby, Bob Hope, Dorothy Lamour, Hillary Brooke"
21893,5234,Road to Zanzibar (1941),Comedy,34116,31812.0,False,US,Road to Zanzibar,1.2654,Paramount Pictures,United States of America,1941-04-11,"Français, English","IT'S THAT GLEESOME THREESOME AGAIN! Giving you your worth in mirth! Toping all the fun in ""Road to Singapore!""",6.313,32,"Bing Crosby, Bob Hope, Dorothy Lamour, Una Merkel"
21894,5235,Split Second (1992),Action|Sci-Fi|Thriller,105459,13006.0,False,US,Split Second,1.3064,"Challenge Film Corporation, Entertainment, Muse Productions, XYZ Funding N.V.",United Kingdom,1992-05-01,English,He's seen the future. Now he has to kill it.,5.9,321,"Rutger Hauer, Kim Cattrall, Michael J. Pollard, Alastair Duncan"
21895,5236,"Tale of Springtime, A (Conte de Printemps) (1990)",Drama|Romance,97106,28213.0,False,FR,Conte de printemps,1.6788,"Les Films du Losange, Investimage, Compagnie Éric Rohmer",France,1990-04-04,Français,,6.9,153,"Anne Teyssèdre, Hugues Quester, Florence Darel, Eloïse Bennett"
21896,5237,Taps (1981),Drama,83169,10627.0,False,US,Taps,1.9417,20th Century Fox,United States of America,1981-12-20,English,"“This school is our home, we think it's worth defending.”",6.785,275,"George C. Scott, Timothy Hutton, Ronny Cox, Sean Penn"
21897,5238,Return of the Secaucus 7 (1980),Drama,81420,42750.0,False,US,Return of the Secaucus Seven,1.5974,Salsipuedes Productions,United States of America,1980-04-11,English,A movie about life and changes ten years later...,6.582,61,"Bruce MacDonald, Maggie Renzi, Adam LeFevre, Maggie Cousineau"
21898,5239,Rude Boy (1980),Documentary|Drama,81441,27930.0,False,GB,Rude Boy,0.8366,"Buzzy Enterprises, Michael White Productions, National Film Trustee Company",United Kingdom,1980-07-25,English,Grab the future... by its face!,6.276,29,"Ray Gange, Joe Strummer, Topper Headon, Paul Simonon"
21899,5240,Running Scared (1980),Action|Drama,81445,259557.0,False,US,Running Scared,1.4797,The Running Scared Company,United States of America,1980-11-01,English,Chased! Hunted! Running for Their Lives. What Deadly Secrets Do They Know?,4.3,7,"Ken Wahl, Judge Reinhold, Annie McEnroe, Bradford Dillman"
21900,5241,Seems Like Old Times (1980),Comedy|Romance,81480,28124.0,False,US,Seems Like Old Times,3.8814,Rastar Productions,United States of America,1980-12-19,"English, Italiano","A husband, 6 dogs, a wife, a larcenous chauffeur, an ex-husband, a temperamental maid, 2 bank robbers, a governor, 2 cats, 2 bad cats and a whole bunch of policemen get together to help you celebrate!",6.3,154,"Goldie Hawn, Chevy Chase, Charles Grodin, Robert Guillaume"
21901,5242,Serial (1980),Comedy,81485,41034.0,False,US,Serial,3.1071,Paramount Pictures,United States of America,1980-03-28,English,"""Honor thy wife, and everyone else's.""",5.5,14,"Martin Mull, Tuesday Weld, Jennifer McAllister, Sam Chew Jr."
21902,5243,"Young Master, The (Shi di chu ma) (1980)",Action|Comedy,81499,11563.0,False,HK,師弟出馬,2.1416,Orange Sky Golden Harvest,Hong Kong,1980-02-09,广州话 / 廣州話,,7.0,223,"Jackie Chan, Yuen Biao, Wai Pak, Hwang In-shik"
21903,5244,Shogun Assassin (1980),Action|Adventure,81506,15119.0,False,JP,Shogun Assassin,1.0413,"TOHO, Baby Cart, Katsu Production","Japan, United States of America",1980-11-11,English,He whips out his sword and relieves his victims of their heads!!,6.916,167,"Tomisaburō Wakayama, Akihiro Tomikawa, Kayo Matsuo, Minoru Ōki"
21904,5245,Simon (1980),Comedy|Sci-Fi,81518,55792.0,False,US,Simon,2.1516,"Orion Pictures, Warner Bros. Pictures",United States of America,1980-02-01,English,He loves you. Do what he says.,6.2,23,"Alan Arkin, Madeline Kahn, William Finley, Wallace Shawn"
21905,5246,Smokey and the Bandit II (1980),Action|Comedy,81529,12705.0,False,US,Smokey and the Bandit II,2.1049,"Universal Pictures, Rastar Productions",United States of America,1980-08-15,"Español, English",The Bandit is back and better than ever!,5.5,296,"Burt Reynolds, Jackie Gleason, Jerry Reed, Sally Field"
21906,5247,Smokey and the Bandit (1977),Action|Comedy,76729,11006.0,False,US,Smokey and the Bandit,2.4519,Universal Pictures,United States of America,1977-05-26,English,What we have here is a total lack of respect for the law!,7.0,738,"Burt Reynolds, Sally Field, Jerry Reed, Jackie Gleason"
21907,5248,Smokey and the Bandit III (1983),Action|Comedy,86325,15120.0,False,US,Smokey and the Bandit Part 3,1.3081,Universal Pictures,United States of America,1983-08-12,English,Smokey's Back! And The Bandit is at it again!,4.382,165,"Jackie Gleason, Paul Williams, Pat McCormick, Jerry Reed"
21908,5249,Spetters (1980),Comedy|Drama,81547,40072.0,False,NL,Spetters,1.2616,"VSE Film, Endemol Entertainment",Netherlands,1980-02-28,Nederlands,There is no such thing as simple love,6.4,111,"Hans van Tongeren, Renée Soutendijk, Toon Agterberg, Maarten Spanjer"
21909,5250,Stir Crazy (1980),Comedy,81562,21629.0,False,US,Stir Crazy,2.918,Columbia Pictures,United States of America,1980-12-12,English,Two jailbirds who just want out of the cage.,6.5,446,"Gene Wilder, Richard Pryor, Georg Stanford Brown, JoBeth Williams"
21910,5251,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)",Comedy,81590,16026.0,False,SE,Sällskapsresan eller Finns det svenskt kaffe på grisfesten,0.7812,"Ri-Film, Viking Film, Europa Film",Sweden,1980-08-22,"日本語, Norsk, Español, svenska",Finns det svenskt kaffe på grisfesten,6.818,96,"Lasse Åberg, Jon Skolmen, Lottie Ejebrant, Kim Anderzon"
21911,5252,Teheran 43: Spy Ring (a.k.a. Assassination Attempt) (Tegeran-43) (1980),Action|Crime|Drama|Thriller,81609,2371.0,False,SU,Тегеран-43,0.7267,"Méditerranée Cinéma, Mosfilm","France, Soviet Union, Spain, Switzerland",1981-07-08,"Français, فارسی, Pусский",,6.2,27,"Igor Kostolevskiy, Natalya Belokhvostikova, Alain Delon, Curd Jürgens"
21912,5253,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980),Drama|Romance,81614,73134.0,False,FR,Tendres Cousines,3.2869,"Stéphan Films, Filmédis, Planet-Film Berlin, Crown International Pictures","Germany, France",1980-11-19,"Français, Italiano",,5.89,73,"Anja Schüte, Valérie Dumas, Thierry Tevini, Évelyne Dandry"
21913,5254,Blade II (2002),Action|Horror|Thriller,187738,36586.0,False,US,Blade II,6.8365,"New Line Cinema, Amen Ra Films, Imaginary Forces",United States of America,2002-03-22,"Český, Română, English",Faster. Sharper. Deadlier.,6.555,4833,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela"
21914,5255,Sorority Boys (2002),Comedy,279781,6020.0,False,US,Sorority Boys,4.7535,Touchstone Pictures,United States of America,2002-03-22,English,The only way to become one of the boys again... is to become one of the girls.,5.535,240,"Barry Watson, Michael Rosenbaum, Harland Williams, Melissa Sagemiller"
21915,5256,Stolen Summer (2002),Drama,286162,39541.0,False,US,Stolen Summer,1.7527,"All Nighter Inc., LivePlanet, Project Greenlight, Miramax",United States of America,2002-03-22,English,You saw the back-stabbing. Now see the final cut.,6.2,31,"Adiel Stein, Mike Weinberg, Aidan Quinn, Bonnie Hunt"
21916,5257,In the Winter Dark (1998),Drama,123114,125764.0,False,AU,In the Winter Dark,1.1926,"Australian Film Finance Corporation, R.B. Films, Goalpost Pictures, New South Wales Film & Television Office, Premium Movie Partnership",Australia,1998-09-10,English,A mystery of the heart.,5.6,9,"Brenda Blethyn, Ray Barrett, Richard Roxburgh, Miranda Otto"
21917,5258,George Washington (2000),Drama,262432,18292.0,False,US,George Washington,0.6809,"Youandwhatarmy Filmed Challenges, Blue Moon Productions, Down Home Entertainment",United States of America,2000-10-27,English,"Down this twisted road, please watch over my soul and lift me up so gently so as not to touch the ground.",6.648,115,"Donald Holden, Damian Jewan Lee, Curtis Cotton III, Rachael Handy"
21918,5259,Homicidal (1961),Horror|Mystery|Thriller,54988,29394.0,False,US,Homicidal,1.8785,"William Castle Productions, Columbia Pictures",United States of America,1961-07-26,English,"A WORD OF WARNING! Please don't reveal the ending of this picture or your friends will kill you - IF THEY DON'T, I WILL!",6.5,79,"Glenn Corbett, Patricia Breslin, Eugenie Leontovich, Alan Bunce"
21919,5260,"Life is to Whistle (Vida es silbar, La) (1998)",Drama,192745,112942.0,False,CU,La vida es silbar,0.0297,,Cuba,1998-12-05,Español,,5.9,7,"Luis Alberto García, Coralia Veloz, Isabel Santos"
21920,5261,"Light at the Edge of the World, The (1971)",Adventure,67345,90974.0,False,ES,The Light at the Edge of the World,2.9226,"Jetfilm, Triumfilm, Bryna Productions, National General Pictures","United States of America, Liechtenstein, Spain, Switzerland",1971-07-16,English,Jules Verne Takes You Over the Edge of the World!,5.9,49,"Kirk Douglas, Yul Brynner, Samantha Eggar, Jean-Claude Drouot"
21921,5262,Mr. Sardonicus (1961),Horror,55200,29402.0,False,US,Mr. Sardonicus,0.7937,"William Castle Productions, Columbia Pictures",United States of America,1961-10-08,English,"During the running of the film,the ""Punishment Poll"" lets YOU decide the fate of Mr. Sardonicus!",6.3,71,"Ronald Lewis, Audrey Dalton, Guy Rolfe, Oskar Homolka"
21922,5263,Strait-Jacket (1964),Horror|Thriller,58620,29396.0,False,US,Strait-Jacket,2.5363,"William Castle Productions, Columbia Pictures",United States of America,1964-01-19,English,WARNING! 'Strait-Jacket' vividly depicts ax murders!,6.6,124,"Joan Crawford, Diane Baker, Leif Erickson, Howard St. John"
21923,5264,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller,250305,15028.0,False,US,Clockstoppers,1.7257,"Paramount Pictures, Nickelodeon Movies, Valhalla Motion Pictures",United States of America,2002-03-29,English,What if you had the power to stop time?,5.286,329,"Jesse Bradford, Paula Garcés, French Stewart, Michael Biehn"
21924,5265,Death to Smoochy (2002),Comedy|Crime|Drama,266452,9275.0,False,US,Death to Smoochy,5.2575,"Warner Bros. Pictures, Film4 Productions, Mad Chance, Senator International","United Kingdom, United States of America",2002-03-29,English,Get ready for an unexpected hit.,5.934,404,"Robin Williams, Edward Norton, Catherine Keener, Danny DeVito"
21925,5266,Panic Room (2002),Thriller,258000,4547.0,False,US,Panic Room,8.8101,"Columbia Pictures, Hofflund/Polone, Indelible Pictures",United States of America,2002-03-29,English,It was supposed to be the safest room in the house.,6.785,5086,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam"
21926,5267,"Rookie, The (2002)",Drama,265662,14635.0,False,US,The Rookie,2.8219,"Walt Disney Pictures, Gran Via Productions, 98 MPH Productions",United States of America,2002-03-25,English,Sometimes dreams come back to life.,6.775,454,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant"
21927,5268,No Such Thing (2001),Drama|Fantasy|Romance,248190,29135.0,False,US,No Such Thing,2.0953,"American Zoetrope, True Fiction Pictures, The Icelandic Film Company","Iceland, United States of America",2002-03-29,"English, Íslenska",A modern day fable.,5.9,64,"Sarah Polley, Robert John Burke, Helen Mirren, Julie Christie"
21928,5269,"Piano Teacher, The (La pianiste) (2001)",Drama,254686,1791.0,False,FR,La Pianiste,3.9088,"Wega Film, Les Films Alain Sarde, ARTE France Cinéma, MK2 Films","France, Austria",2001-09-05,"Français, Deutsch",,7.258,1148,"Isabelle Huppert, Annie Girardot, Benoît Magimel, Susanne Lothar"
21929,5270,Teddy Bears' Picnic (2001),Comedy,250282,184835.0,False,US,Teddy Bears' Picnic,3.5653,"Visionbox Pictures, Century of Progress Productions",United States of America,2001-04-30,English,"For fifty-one weeks a year, they run the country. For one week, they run amok.",3.0,2,"Harry Shearer, Michael McKean, Alan Thicke, Peter Marshall"
21930,5271,30 Years to Life (2001),Comedy|Drama|Romance,273048,41756.0,False,US,30 Years to Life,2.7516,Oasis Entertainment Inc.,United States of America,2001-09-04,English,,6.7,7,"Erika Alexander, Melissa De Sousa, Tracy Morgan, Paula Jai Parker"
21931,5272,Time Out (L'emploi du temps) (2001),Drama,279065,35651.0,False,FR,L'Emploi du temps,0.8582,"Sofica Sofinergie 5, Haut et Court, Media Programme of the European Community, Havas Images, PROCIREP, CNC, Canal+, ARTE France Cinéma, Auvergne-Rhône-Alpes Cinéma",France,2001-09-10,Français,,6.634,86,"Aurélien Recoing, Karin Viard, Serge Livrozet, Jean-Pierre Mangeot"
21932,5273,Very Annie Mary (2001),Comedy|Musical,188128,62956.0,False,US,Very Annie Mary,0.9611,"Dragon Pictures, Film4 Productions, Arts Council of Wales, Canal+",United Kingdom,2001-05-25,English,"One can dream, can't one?",5.7,20,"Rachel Griffiths, Jonathan Pryce, Ioan Gruffudd, Matthew Rhys"
21933,5274,Bar Girls (1994),Comedy|Romance,109217,116904.0,False,US,Bar Girls,0.3385,,,1994-09-15,,Finally... a romantic comedy without men.,4.1,8,"Nancy Allison Wolfe, Liza D'Agostino, Camila Griggs, Michael Harris"
21934,5275,Boxcar Bertha (1972),Drama,68309,22784.0,False,US,Boxcar Bertha,2.5154,American International Pictures,United States of America,1972-06-14,English,Life made her an outcast. Love made her an outlaw.,5.874,218,"Barbara Hershey, David Carradine, Barry Primus, Bernie Casey"
21935,5276,Crimes of Passion (1984),Drama|Romance|Thriller,87100,40814.0,False,US,Crimes of Passion,4.1724,"New World Pictures, China Blue Productions, Planet Productions",United States of America,1984-10-19,English,It's a Lovely Life.,6.3,174,"Kathleen Turner, Anthony Perkins, John Laughlin, Annie Potts"
21936,5277,"Evil That Men Do, The (1984)",Action|Thriller,87222,53426.0,False,US,The Evil That Men Do,2.219,"Zuleika Farms, Capricorn, Producciones Cabo S.A., ITC Entertainment","Mexico, United Kingdom, United States of America",1984-03-14,"English, Español",Most criminals answer to the law. The world's most savage executioner must answer to Bronson.,5.8,106,"Charles Bronson, José Ferrer, Theresa Saldana, Joseph Maher"
21937,5278,Fraternity Vacation (1985),Comedy|Romance,89167,24585.0,False,US,Fraternity Vacation,2.4558,New World Pictures,United States of America,1985-12-04,English,"Astronomy major Wendell Tvedt has studied galaxies, charted planets and pondered the universe. But in Palm Springs, he'll encounter his first full moon.",5.2,61,"Stephen Geoffreys, Sheree J. Wilson, Cameron Dye, Leigh McCloskey"
21938,5279,Impromptu (1991),Comedy|Romance,102103,17990.0,False,US,Impromptu,2.6847,"Les Films Ariane, C.L.G. Films, Governor Productions, Sovereign Pictures, Hemdale Film Corporation","France, United Kingdom",1991-04-12,"Français, English",He's about to fall in love with the most scandalous woman of his time.,6.1,58,"Judy Davis, Hugh Grant, Mandy Patinkin, Bernadette Peters"
21939,5280,Salmonberries (1991),Drama,102829,129542.0,False,DE,Salmonberries,0.5832,Pelemele Film,Germany,1991-10-31,"English, Deutsch","""You are the most important thing in the world to me.""",5.4,14,"Angayuqaq Oscar Kawagley, K.D. Lang, Rosel Zech, Chuck Connors"
21940,5281,"Wrong Guys, The (1988)",Comedy,96466,5678.0,False,US,The Wrong Guys,3.1422,"New World Pictures, Gordon Company",United States of America,1988-05-13,"Español, English","At their best, they're the worst.",5.6,11,"Louie Anderson, Richard Lewis, Richard Belzer, Franklyn Ajaye"
21941,5282,High Crimes (2002),Thriller,257756,11560.0,False,US,High Crimes,1.9736,"Monarch Pictures, Epsilon Motion Pictures, New Regency Pictures, Manifest Film Company, 20th Century Fox, Regency Enterprises",United States of America,2002-04-05,"English, Español",Everything you trust. Everything you know. May be a lie...,6.4,808,"Ashley Judd, Morgan Freeman, Jim Caviezel, Amanda Peet"
21942,5283,National Lampoon's Van Wilder (2002),Comedy,283111,11452.0,False,US,National Lampoon's Van Wilder,3.4948,"Tapestry Films, Myriad Pictures, Artisan Entertainment",United States of America,2002-03-29,English,Don't Graduate. Celebrate.,6.028,1820,"Ryan Reynolds, Tara Reid, Tim Matheson, Kal Penn"
21943,5284,Crush (2001),Comedy|Romance,245407,18435.0,False,GB,Crush,1.6752,Columbia Pictures,"Germany, United Kingdom",2002-06-07,English,Here's to men... of all shapes and sizes.,5.7,43,"Andie MacDowell, Imelda Staunton, Anna Chancellor, Kenny Doughty"
21944,5285,Lucky Break (2001),Comedy|Crime,246134,35944.0,False,GB,Lucky Break,2.3986,"Lucky Break Productions, Fragile Films, Film4 Productions, Senator Film, Miramax, Paramount Pictures","Germany, United Kingdom, United States of America",2001-08-24,English,,6.2,34,"James Nesbitt, Olivia Williams, Timothy Spall, Christopher Plummer"
21945,5286,"Destinées, Les (Destinées sentimentales, Les) (2000)",Drama|Romance,216689,64310.0,False,FR,Les destinées sentimentales,0.9713,"Arena Films, CAB Productions, TF1 Films Production","France, Switzerland",2000-07-12,"English, Français",Love is the most rewarding sacrifice,5.6,25,"Emmanuelle Béart, Charles Berling, Isabelle Huppert, Olivier Perrier"
21946,5287,"After Dark, My Sweet (1990)",Crime|Drama|Mystery,98994,25501.0,False,US,"After Dark, My Sweet",1.4113,Avenue Pictures,United States of America,1990-08-24,English,All they risked was everything.,5.7,72,"Jason Patric, Rachel Ward, Bruce Dern, Rocky Giordani"
21947,5288,"Atomic Cafe, The (1982)",Documentary|War,83590,26851.0,False,US,The Atomic Cafe,2.1974,The Archives Project,United States of America,1982-03-17,English,A hot spot in a cold war.,7.2,70,"Harry S. Truman, Lyndon B. Johnson, Nikita Khrushchev, Lewis Strauss"
21948,5289,Body and Soul (1947),Drama|Film-Noir,39204,17487.0,False,US,Body and Soul,2.3301,"Enterprise Productions, United Artists",United States of America,1947-11-11,English,All for you...,6.7,106,"John Garfield, Lilli Palmer, Hazel Brooks, Anne Revere"
21949,5290,First Men in the Moon (1964),Adventure|Sci-Fi,58100,34276.0,False,GB,First Men in the Moon,2.2468,"Columbia Pictures, Ameran Films",United Kingdom,1964-07-01,English,H.G. Wells' Astounding Adventure in Dynamation!,6.342,130,"Edward Judd, Martha Hyer, Lionel Jeffries, Miles Malleson"
21950,5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,42876,548.0,False,JP,羅生門,6.5074,Daiei Film,Japan,1950-08-26,日本語,"The husband, the wife… or the bandit?",8.071,2302,"Toshirō Mifune, Machiko Kyō, Takashi Shimura, Masayuki Mori"
21951,5292,Slap Shot (1977),Comedy,76723,11590.0,False,US,Slap Shot,1.8498,Universal Pictures,United States of America,1977-02-25,English,Slap Shot out slaps... out swears... out laughs...,6.835,388,"Paul Newman, Strother Martin, Michael Ontkean, Jennifer Warren"
21952,5293,Changing Lanes (2002),Drama|Thriller,264472,1537.0,False,US,Changing Lanes,2.5603,"Paramount Pictures, Scott Rudin Productions, Senator International",United States of America,2002-04-07,"Afrikaans, English",One wrong turn deserves another.,6.259,1131,"Ben Affleck, Samuel L. Jackson, Toni Collette, Sydney Pollack"
